Accident_ID,Date,Time,City,State,Country,Accident Type,Cause of Accident,Severity,Number of Vehicles Involved,Number of Casualties,Number of Injuries,Weather Condition,Road Condition,Police Report Filed,Emergency Services Response Time (min),Hospital Admitted To
ACC00329,2025-04-02,15:53:13,Chennai,Tamil Nadu,India,Train,Drunk Driving,Minor,4,3,4,Foggy,Potholes,No,37.0,Fortis Healthcare
ACC00330,2025-04-01,11:15:08,Delhi,Delhi,India,Two-Wheeler,Poor Lighting,Minor,2,0,4,Stormy,Under Construction,No,12.3,Manipal Hospital
ACC00331,2025-05-04,18:36:00,Chennai,Tamil Nadu,India,Vehicle Collision,Road Conditions,Moderate,4,3,1,Stormy,Potholes,Yes,7.5,AIIMS
ACC00332,2025-02-23,12:30:39,Mumbai,Maharashtra,India,Truck,Poor Lighting,Severe,5,0,4,Rainy,Potholes,No,31.5,Manipal Hospital
ACC00333,2025-02-13,05:34:30,Bengaluru,Karnataka,India,Vehicle Collision,Over Speeding,Moderate,5,3,4,Rainy,Dry,No,17.8,AIIMS
ACC00334,2025-02-06,08:56:32,Ahmedabad,Gujarat,India,Vehicle Collision,Human Error,Moderate,5,3,4,Rainy,Dry,No,22.8,Max Healthcare
ACC00335,2025-03-25,11:17:10,Pune,Maharashtra,India,Pedestrian Involved,Road Conditions,Fatal,4,2,1,Stormy,Dry,Yes,21.1,Apollo Hospitals
ACC00336,2025-01-25,11:31:06,Jaipur,Rajasthan,India,Vehicle Collision,Road Conditions,Minor,5,2,5,Rainy,Potholes,No,19.5,Apollo Hospitals
ACC00337,2025-02-12,03:47:55,Hyderabad,Telangana,India,Slip & Fall,Weather Conditions,Fatal,3,3,1,Clear,Wet,Yes,18.7,AIIMS
ACC00338,2025-03-14,17:25:28,Jaipur,Rajasthan,India,Train,Poor Lighting,Minor,1,1,4,Rainy,Potholes,Yes,15.2,Fortis Healthcare
ACC00339,2025-05-05,15:43:25,Hyderabad,Telangana,India,Pedestrian Involved,Road Conditions,Fatal,2,3,2,Foggy,Dry,No,6.9,Max Healthcare
ACC00340,2025-03-30,14:11:26,Delhi,Delhi,India,Slip & Fall,Brake Failure,Moderate,4,0,5,Clear,Under Construction,No,38.6,Manipal Hospital
ACC00341,2025-02-12,22:59:59,Jaipur,Rajasthan,India,Two-Wheeler,Poor Lighting,Moderate,2,0,4,Foggy,Under Construction,No,21.7,Max Healthcare
ACC00342,2025-05-06,16:28:38,Hyderabad,Telangana,India,Bus,Brake Failure,Severe,3,3,2,Rainy,Potholes,No,38.7,Max Healthcare
ACC00343,2025-02-20,12:14:20,Chennai,Tamil Nadu,India,Truck,Drunk Driving,Moderate,5,2,6,Foggy,Wet,Yes,25.2,AIIMS
ACC00344,2025-04-20,01:00:44,Delhi,Delhi,India,Train,Human Error,Fatal,5,3,6,Foggy,Potholes,Yes,25.9,Apollo Hospitals
ACC00345,2025-02-13,09:48:24,Kolkata,West Bengal,India,Two-Wheeler,Over Speeding,Minor,2,2,2,Foggy,Gravel,Yes,38.6,AIIMS
ACC00346,2025-05-08,04:47:38,Hyderabad,Telangana,India,Vehicle Collision,Weather Conditions,Fatal,1,1,6,Stormy,Wet,No,32.7,Apollo Hospitals
ACC00347,2025-01-25,11:27:29,Kolkata,West Bengal,India,Fire Accident,Brake Failure,Severe,5,0,1,Foggy,Wet,No,38.2,AIIMS
ACC00348,2025-01-26,02:36:47,Lucknow,Uttar Pradesh,India,Truck,Road Conditions,Moderate,3,3,2,Clear,Wet,Yes,34.4,Apollo Hospitals
ACC00349,2025-01-22,08:27:57,Kolkata,West Bengal,India,Vehicle Collision,Brake Failure,Severe,5,2,2,Rainy,Under Construction,No,5.2,Manipal Hospital
ACC00350,2025-04-28,14:29:34,Bengaluru,Karnataka,India,Vehicle Collision,Drunk Driving,Severe,5,0,6,Foggy,Potholes,No,7.9,AIIMS
ACC00351,2025-02-19,12:55:47,Jaipur,Rajasthan,India,Truck,Drunk Driving,Minor,5,1,4,Stormy,Dry,No,13.8,Fortis Healthcare
ACC00352,2025-03-28,15:34:22,Chennai,Tamil Nadu,India,Train,Weather Conditions,Severe,2,3,5,Clear,Dry,No,22.8,Max Healthcare
ACC00353,2025-01-25,04:57:14,Lucknow,Uttar Pradesh,India,Truck,Over Speeding,Severe,4,0,4,Foggy,Under Construction,No,6.0,Max Healthcare
ACC00354,2025-04-29,15:45:52,Chennai,Tamil Nadu,India,Slip & Fall,Brake Failure,Minor,3,1,3,Clear,Dry,Yes,43.9,Max Healthcare
ACC00355,2025-04-20,07:44:01,Jaipur,Rajasthan,India,Vehicle Collision,Poor Lighting,Minor,2,1,6,Stormy,Dry,Yes,26.5,Manipal Hospital
ACC00356,2025-02-25,13:05:48,Delhi,Delhi,India,Two-Wheeler,Over Speeding,Fatal,3,0,1,Clear,Dry,Yes,36.8,Max Healthcare
ACC00357,2025-04-21,02:56:01,Delhi,Delhi,India,Truck,Weather Conditions,Fatal,4,3,6,Stormy,Potholes,No,5.7,Apollo Hospitals
ACC00358,2025-03-01,01:16:16,Jaipur,Rajasthan,India,Vehicle Collision,Poor Lighting,Minor,5,0,6,Clear,Gravel,Yes,16.6,AIIMS
ACC00359,2025-01-17,17:13:47,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Weather Conditions,Fatal,4,3,6,Clear,Potholes,Yes,26.3,Fortis Healthcare
ACC00360,2025-01-16,16:50:37,Kolkata,West Bengal,India,Bus,Poor Lighting,Moderate,3,2,1,Rainy,Dry,Yes,5.2,Max Healthcare
ACC00361,2025-01-22,11:03:43,Kolkata,West Bengal,India,Pedestrian Involved,Weather Conditions,Moderate,3,1,4,Rainy,Wet,Yes,13.8,AIIMS
ACC00362,2025-04-11,23:50:14,Hyderabad,Telangana,India,Pedestrian Involved,Drunk Driving,Minor,5,3,6,Clear,Gravel,Yes,15.0,Fortis Healthcare
ACC00363,2025-03-27,03:09:06,Lucknow,Uttar Pradesh,India,Slip & Fall,Weather Conditions,Severe,2,1,1,Foggy,Under Construction,Yes,41.0,AIIMS
ACC00364,2025-04-16,03:02:43,Pune,Maharashtra,India,Slip & Fall,Weather Conditions,Severe,5,1,5,Foggy,Gravel,No,11.7,AIIMS
ACC00365,2025-04-17,14:01:09,Hyderabad,Telangana,India,Truck,Poor Lighting,Fatal,3,2,2,Foggy,Potholes,No,22.8,AIIMS
ACC00366,2025-05-05,20:01:49,Pune,Maharashtra,India,Pedestrian Involved,Drunk Driving,Minor,3,1,5,Rainy,Gravel,Yes,34.1,Apollo Hospitals
ACC00367,2025-02-25,16:07:28,Jaipur,Rajasthan,India,Vehicle Collision,Road Conditions,Fatal,5,1,1,Foggy,Under Construction,No,31.2,Fortis Healthcare
ACC00368,2025-05-04,11:51:57,Chennai,Tamil Nadu,India,Fire Accident,Drunk Driving,Severe,2,3,5,Clear,Potholes,No,25.1,Fortis Healthcare
ACC00369,2025-02-11,18:17:25,Lucknow,Uttar Pradesh,India,Two-Wheeler,Road Conditions,Moderate,4,1,2,Rainy,Potholes,No,6.6,Manipal Hospital
ACC00370,2025-04-16,02:00:17,Hyderabad,Telangana,India,Pedestrian Involved,Weather Conditions,Severe,2,0,6,Rainy,Under Construction,No,20.5,Manipal Hospital
ACC00371,2025-02-12,11:57:24,Mumbai,Maharashtra,India,Vehicle Collision,Poor Lighting,Severe,1,2,6,Foggy,Under Construction,Yes,20.1,Manipal Hospital
ACC00372,2025-05-06,07:02:20,Chennai,Tamil Nadu,India,Pedestrian Involved,Human Error,Severe,4,1,5,Stormy,Gravel,No,24.5,Manipal Hospital
ACC00373,2025-03-20,15:32:51,Lucknow,Uttar Pradesh,India,Vehicle Collision,Human Error,Moderate,4,1,2,Clear,Under Construction,No,13.5,Fortis Healthcare
ACC00374,2025-01-24,02:15:51,Bengaluru,Karnataka,India,Train,Human Error,Minor,2,3,3,Clear,Potholes,No,24.2,Max Healthcare
ACC00375,2025-04-11,05:34:35,Bengaluru,Karnataka,India,Fire Accident,Over Speeding,Moderate,1,1,5,Rainy,Wet,Yes,40.6,Fortis Healthcare
ACC00376,2025-03-28,12:27:26,Mumbai,Maharashtra,India,Two-Wheeler,Weather Conditions,Moderate,5,3,5,Clear,Gravel,Yes,13.7,Max Healthcare
ACC00377,2025-03-05,07:55:18,Pune,Maharashtra,India,Slip & Fall,Drunk Driving,Moderate,4,1,5,Rainy,Under Construction,No,11.7,AIIMS
ACC00378,2025-03-22,00:51:02,Pune,Maharashtra,India,Pedestrian Involved,Drunk Driving,Fatal,4,1,1,Clear,Wet,No,38.1,Max Healthcare
ACC00379,2025-01-27,09:04:32,Delhi,Delhi,India,Two-Wheeler,Brake Failure,Minor,5,0,1,Stormy,Wet,Yes,40.9,Manipal Hospital
ACC00380,2025-01-05,06:38:41,Jaipur,Rajasthan,India,Fire Accident,Weather Conditions,Minor,5,3,2,Stormy,Potholes,No,28.6,Max Healthcare
ACC00381,2025-03-31,05:47:39,Delhi,Delhi,India,Fire Accident,Drunk Driving,Severe,4,1,1,Foggy,Under Construction,No,15.3,Apollo Hospitals
ACC00382,2025-03-07,23:01:33,Mumbai,Maharashtra,India,Pedestrian Involved,Human Error,Minor,4,1,6,Foggy,Potholes,No,9.3,Manipal Hospital
ACC00383,2025-03-06,09:57:36,Lucknow,Uttar Pradesh,India,Bus,Weather Conditions,Fatal,5,2,5,Foggy,Potholes,Yes,21.5,Max Healthcare
ACC00384,2025-01-13,04:56:37,Pune,Maharashtra,India,Two-Wheeler,Weather Conditions,Fatal,3,2,5,Foggy,Potholes,Yes,39.2,Apollo Hospitals
ACC00385,2025-01-22,09:03:58,Hyderabad,Telangana,India,Slip & Fall,Road Conditions,Moderate,1,1,5,Stormy,Gravel,Yes,11.4,Apollo Hospitals
ACC00386,2025-02-05,14:53:00,Delhi,Delhi,India,Two-Wheeler,Brake Failure,Fatal,1,0,3,Rainy,Gravel,Yes,29.4,Manipal Hospital
ACC00387,2025-01-14,15:21:27,Kolkata,West Bengal,India,Bus,Poor Lighting,Minor,2,3,4,Clear,Wet,No,12.8,Max Healthcare
ACC00388,2025-03-08,21:30:18,Jaipur,Rajasthan,India,Truck,Human Error,Moderate,1,2,2,Clear,Wet,Yes,44.9,Manipal Hospital
ACC00389,2025-02-18,04:11:39,Chennai,Tamil Nadu,India,Fire Accident,Brake Failure,Moderate,5,0,6,Clear,Dry,No,34.0,Max Healthcare
ACC00390,2025-03-13,19:57:43,Lucknow,Uttar Pradesh,India,Train,Weather Conditions,Severe,2,1,4,Stormy,Under Construction,Yes,15.4,Manipal Hospital
ACC00391,2025-05-08,07:44:51,Jaipur,Rajasthan,India,Pedestrian Involved,Human Error,Minor,5,2,3,Clear,Under Construction,No,40.0,Max Healthcare
ACC00392,2025-02-01,17:37:58,Ahmedabad,Gujarat,India,Slip & Fall,Brake Failure,Fatal,2,2,4,Stormy,Under Construction,Yes,24.3,AIIMS
ACC00393,2025-04-03,08:00:48,Delhi,Delhi,India,Fire Accident,Poor Lighting,Moderate,2,2,4,Foggy,Under Construction,Yes,33.0,AIIMS
ACC00394,2025-01-15,07:47:50,Hyderabad,Telangana,India,Bus,Over Speeding,Fatal,3,0,5,Rainy,Potholes,No,19.1,Max Healthcare
ACC00395,2025-04-22,03:17:56,Ahmedabad,Gujarat,India,Two-Wheeler,Poor Lighting,Moderate,4,1,2,Rainy,Gravel,Yes,14.2,Fortis Healthcare
ACC00396,2025-03-29,12:24:42,Lucknow,Uttar Pradesh,India,Train,Drunk Driving,Minor,1,0,6,Stormy,Under Construction,Yes,35.6,Max Healthcare
ACC00397,2025-04-20,17:54:55,Mumbai,Maharashtra,India,Slip & Fall,Weather Conditions,Severe,4,2,4,Rainy,Under Construction,No,20.9,Max Healthcare
ACC00398,2025-02-28,14:11:03,Bengaluru,Karnataka,India,Vehicle Collision,Human Error,Fatal,4,0,5,Foggy,Potholes,Yes,23.3,Apollo Hospitals
ACC00399,2025-03-08,11:31:30,Jaipur,Rajasthan,India,Slip & Fall,Weather Conditions,Minor,1,1,4,Clear,Gravel,No,29.5,AIIMS
ACC00400,2025-03-03,00:26:09,Bengaluru,Karnataka,India,Bus,Drunk Driving,Severe,4,2,3,Rainy,Potholes,No,13.4,AIIMS
ACC00401,2025-01-14,21:56:46,Chennai,Tamil Nadu,India,Fire Accident,Weather Conditions,Fatal,2,1,5,Rainy,Dry,No,37.2,Max Healthcare
ACC00402,2025-02-22,10:37:10,Kolkata,West Bengal,India,Fire Accident,Drunk Driving,Moderate,2,3,1,Rainy,Potholes,No,10.4,Max Healthcare
ACC00403,2025-03-12,03:07:55,Jaipur,Rajasthan,India,Train,Road Conditions,Fatal,3,2,5,Clear,Potholes,Yes,32.6,Apollo Hospitals
ACC00404,2025-02-24,07:14:00,Hyderabad,Telangana,India,Bus,Brake Failure,Minor,4,2,3,Foggy,Gravel,No,18.8,Manipal Hospital
ACC00405,2025-04-04,05:32:52,Delhi,Delhi,India,Train,Road Conditions,Moderate,5,1,3,Foggy,Gravel,No,36.0,Manipal Hospital
ACC00406,2025-03-11,04:05:41,Delhi,Delhi,India,Fire Accident,Human Error,Severe,4,1,2,Foggy,Potholes,No,39.0,Apollo Hospitals
ACC00407,2025-01-11,00:02:04,Delhi,Delhi,India,Two-Wheeler,Weather Conditions,Moderate,3,2,6,Foggy,Gravel,No,15.8,Manipal Hospital
ACC00408,2025-03-25,17:07:23,Chennai,Tamil Nadu,India,Slip & Fall,Brake Failure,Moderate,2,0,2,Rainy,Gravel,Yes,13.4,Manipal Hospital
ACC00409,2025-04-17,21:27:28,Delhi,Delhi,India,Pedestrian Involved,Over Speeding,Fatal,5,0,1,Stormy,Under Construction,Yes,9.2,Max Healthcare
ACC00410,2025-02-15,01:39:15,Bengaluru,Karnataka,India,Pedestrian Involved,Poor Lighting,Fatal,3,1,2,Foggy,Potholes,Yes,10.3,Fortis Healthcare
ACC00411,2025-03-30,09:31:08,Mumbai,Maharashtra,India,Vehicle Collision,Poor Lighting,Severe,3,3,4,Foggy,Under Construction,No,10.4,Max Healthcare
ACC00412,2025-01-04,22:56:15,Bengaluru,Karnataka,India,Slip & Fall,Poor Lighting,Fatal,5,2,3,Stormy,Under Construction,Yes,37.2,Manipal Hospital
ACC00413,2025-02-27,21:38:20,Ahmedabad,Gujarat,India,Train,Brake Failure,Severe,2,2,1,Clear,Under Construction,Yes,18.8,Manipal Hospital
ACC00414,2025-02-11,15:18:18,Jaipur,Rajasthan,India,Vehicle Collision,Poor Lighting,Fatal,4,2,1,Stormy,Gravel,Yes,36.9,Max Healthcare
ACC00415,2025-02-19,02:27:11,Chennai,Tamil Nadu,India,Truck,Brake Failure,Fatal,4,1,2,Stormy,Potholes,Yes,15.5,Manipal Hospital
ACC00416,2025-02-23,02:08:16,Hyderabad,Telangana,India,Bus,Weather Conditions,Severe,4,1,1,Rainy,Wet,No,9.4,Manipal Hospital
ACC00417,2025-05-01,19:35:59,Lucknow,Uttar Pradesh,India,Slip & Fall,Weather Conditions,Fatal,2,2,1,Rainy,Dry,Yes,12.4,Apollo Hospitals
ACC00418,2025-02-09,01:36:08,Ahmedabad,Gujarat,India,Bus,Drunk Driving,Fatal,1,1,1,Rainy,Dry,No,13.7,Manipal Hospital
ACC00419,2025-04-29,12:43:49,Ahmedabad,Gujarat,India,Slip & Fall,Weather Conditions,Fatal,1,2,1,Rainy,Dry,No,36.0,Apollo Hospitals
ACC00420,2025-01-06,08:15:06,Jaipur,Rajasthan,India,Slip & Fall,Drunk Driving,Moderate,3,3,1,Clear,Wet,No,35.8,Manipal Hospital
ACC00421,2025-01-14,18:00:40,Hyderabad,Telangana,India,Vehicle Collision,Drunk Driving,Fatal,1,1,4,Stormy,Gravel,No,11.3,Apollo Hospitals
ACC00422,2025-04-03,08:05:22,Jaipur,Rajasthan,India,Pedestrian Involved,Weather Conditions,Fatal,3,1,3,Clear,Wet,Yes,14.4,Manipal Hospital
ACC00423,2025-02-14,14:31:35,Chennai,Tamil Nadu,India,Vehicle Collision,Drunk Driving,Severe,5,0,4,Rainy,Dry,Yes,28.2,Manipal Hospital
ACC00424,2025-04-24,12:32:19,Lucknow,Uttar Pradesh,India,Two-Wheeler,Weather Conditions,Minor,2,1,4,Clear,Under Construction,No,42.2,Apollo Hospitals
ACC00425,2025-01-06,03:34:56,Mumbai,Maharashtra,India,Train,Poor Lighting,Moderate,5,0,2,Stormy,Wet,No,44.3,AIIMS
ACC00426,2025-03-28,12:15:53,Pune,Maharashtra,India,Truck,Over Speeding,Fatal,3,1,3,Clear,Potholes,No,27.4,Max Healthcare
ACC00427,2025-02-14,13:48:29,Pune,Maharashtra,India,Truck,Human Error,Moderate,5,2,3,Stormy,Gravel,Yes,7.8,Fortis Healthcare
ACC00428,2025-04-17,05:50:46,Pune,Maharashtra,India,Bus,Road Conditions,Severe,5,2,4,Clear,Under Construction,No,34.3,Apollo Hospitals
ACC00429,2025-01-21,00:48:21,Lucknow,Uttar Pradesh,India,Train,Road Conditions,Moderate,3,0,6,Stormy,Wet,No,35.6,Fortis Healthcare
ACC00430,2025-01-24,04:50:22,Lucknow,Uttar Pradesh,India,Bus,Weather Conditions,Fatal,3,0,1,Clear,Dry,Yes,12.1,Apollo Hospitals
ACC00431,2025-03-07,18:58:44,Hyderabad,Telangana,India,Pedestrian Involved,Brake Failure,Moderate,1,0,5,Stormy,Potholes,No,7.0,Fortis Healthcare
ACC00432,2025-02-17,02:38:55,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Over Speeding,Moderate,4,0,4,Clear,Gravel,No,37.9,Apollo Hospitals
ACC00433,2025-03-23,18:59:56,Lucknow,Uttar Pradesh,India,Bus,Human Error,Minor,1,2,1,Rainy,Under Construction,Yes,9.0,Fortis Healthcare
ACC00434,2025-01-16,10:50:23,Jaipur,Rajasthan,India,Fire Accident,Drunk Driving,Moderate,5,1,5,Rainy,Under Construction,No,34.8,Max Healthcare
ACC00435,2025-02-16,19:09:06,Chennai,Tamil Nadu,India,Slip & Fall,Poor Lighting,Fatal,1,1,2,Stormy,Under Construction,No,31.3,Max Healthcare
ACC00436,2025-02-04,15:21:11,Lucknow,Uttar Pradesh,India,Slip & Fall,Weather Conditions,Severe,5,2,3,Stormy,Potholes,No,29.3,Max Healthcare
ACC00437,2025-01-15,00:29:19,Jaipur,Rajasthan,India,Truck,Brake Failure,Severe,3,3,4,Stormy,Dry,Yes,44.3,Max Healthcare
ACC00438,2025-02-05,09:15:17,Mumbai,Maharashtra,India,Two-Wheeler,Weather Conditions,Minor,3,1,2,Foggy,Dry,No,41.8,Max Healthcare
ACC00439,2025-01-08,17:26:48,Jaipur,Rajasthan,India,Two-Wheeler,Over Speeding,Minor,4,2,2,Rainy,Gravel,No,40.6,Fortis Healthcare
ACC00440,2025-04-22,11:04:06,Hyderabad,Telangana,India,Bus,Road Conditions,Severe,1,3,5,Rainy,Dry,No,36.7,Fortis Healthcare
ACC00441,2025-02-26,01:46:10,Pune,Maharashtra,India,Pedestrian Involved,Human Error,Severe,1,3,1,Clear,Gravel,No,40.2,Manipal Hospital
ACC00442,2025-01-14,13:02:33,Kolkata,West Bengal,India,Pedestrian Involved,Road Conditions,Moderate,5,0,6,Stormy,Dry,No,26.0,AIIMS
ACC00443,2025-05-03,03:34:03,Jaipur,Rajasthan,India,Two-Wheeler,Weather Conditions,Moderate,2,0,6,Stormy,Potholes,Yes,13.9,AIIMS
ACC00444,2025-03-16,16:38:32,Kolkata,West Bengal,India,Two-Wheeler,Drunk Driving,Severe,1,3,5,Clear,Under Construction,No,15.5,Manipal Hospital
ACC00445,2025-04-12,11:50:23,Jaipur,Rajasthan,India,Fire Accident,Road Conditions,Moderate,2,3,5,Rainy,Potholes,No,31.1,Fortis Healthcare
ACC00446,2025-02-13,13:10:57,Jaipur,Rajasthan,India,Truck,Drunk Driving,Minor,3,3,3,Clear,Dry,No,21.9,AIIMS
ACC00447,2025-04-28,13:25:54,Hyderabad,Telangana,India,Train,Weather Conditions,Minor,3,1,3,Stormy,Under Construction,Yes,22.6,Fortis Healthcare
ACC00448,2025-02-15,01:42:44,Hyderabad,Telangana,India,Train,Drunk Driving,Minor,1,0,2,Rainy,Gravel,Yes,18.7,Apollo Hospitals
ACC00449,2025-02-20,06:08:36,Ahmedabad,Gujarat,India,Slip & Fall,Brake Failure,Minor,3,1,6,Rainy,Wet,No,27.0,Max Healthcare
ACC00450,2025-03-24,00:07:54,Bengaluru,Karnataka,India,Vehicle Collision,Brake Failure,Minor,3,1,1,Foggy,Wet,No,7.1,Apollo Hospitals
ACC00451,2025-02-07,03:18:01,Delhi,Delhi,India,Fire Accident,Poor Lighting,Severe,3,0,1,Foggy,Potholes,Yes,44.2,Max Healthcare
ACC00452,2025-04-07,18:44:30,Delhi,Delhi,India,Train,Brake Failure,Minor,2,1,5,Stormy,Under Construction,Yes,6.6,Max Healthcare
ACC00453,2025-04-14,12:29:53,Ahmedabad,Gujarat,India,Train,Brake Failure,Fatal,2,0,3,Foggy,Gravel,No,14.4,Max Healthcare
ACC00454,2025-01-17,01:38:53,Ahmedabad,Gujarat,India,Vehicle Collision,Poor Lighting,Severe,4,0,5,Foggy,Wet,Yes,18.7,Manipal Hospital
ACC00455,2025-03-01,13:49:41,Bengaluru,Karnataka,India,Pedestrian Involved,Poor Lighting,Fatal,5,1,4,Rainy,Under Construction,Yes,22.1,AIIMS
ACC00456,2025-03-05,05:17:07,Lucknow,Uttar Pradesh,India,Train,Brake Failure,Moderate,2,1,5,Rainy,Wet,No,32.5,Max Healthcare
ACC00457,2025-02-24,19:40:24,Bengaluru,Karnataka,India,Fire Accident,Road Conditions,Moderate,5,1,3,Clear,Under Construction,Yes,12.4,Fortis Healthcare
ACC00458,2025-03-02,15:21:43,Mumbai,Maharashtra,India,Train,Brake Failure,Fatal,3,3,6,Foggy,Wet,Yes,9.3,Fortis Healthcare
ACC00459,2025-01-19,21:55:30,Mumbai,Maharashtra,India,Bus,Human Error,Moderate,5,1,2,Clear,Gravel,Yes,32.5,Manipal Hospital
ACC00460,2025-04-12,02:35:24,Bengaluru,Karnataka,India,Slip & Fall,Poor Lighting,Severe,2,3,4,Stormy,Wet,Yes,12.7,Apollo Hospitals
ACC00461,2025-05-06,18:22:18,Kolkata,West Bengal,India,Vehicle Collision,Weather Conditions,Fatal,2,1,2,Clear,Wet,No,39.7,Manipal Hospital
ACC00462,2025-04-12,12:31:05,Chennai,Tamil Nadu,India,Slip & Fall,Drunk Driving,Fatal,4,0,5,Stormy,Gravel,No,29.5,Max Healthcare
ACC00463,2025-02-01,20:48:50,Lucknow,Uttar Pradesh,India,Vehicle Collision,Human Error,Minor,4,3,1,Rainy,Under Construction,No,44.4,Apollo Hospitals
ACC00464,2025-02-26,19:03:11,Jaipur,Rajasthan,India,Fire Accident,Human Error,Minor,2,2,4,Stormy,Gravel,No,23.5,Manipal Hospital
ACC00465,2025-02-18,02:08:23,Ahmedabad,Gujarat,India,Vehicle Collision,Poor Lighting,Moderate,4,3,1,Clear,Wet,Yes,20.7,AIIMS
ACC00466,2025-01-29,02:04:15,Pune,Maharashtra,India,Vehicle Collision,Drunk Driving,Fatal,5,1,4,Clear,Gravel,No,32.7,Fortis Healthcare
ACC00467,2025-02-23,15:46:58,Delhi,Delhi,India,Pedestrian Involved,Over Speeding,Fatal,3,0,5,Stormy,Under Construction,Yes,20.1,Manipal Hospital
ACC00468,2025-02-09,14:19:47,Mumbai,Maharashtra,India,Two-Wheeler,Weather Conditions,Moderate,2,1,2,Clear,Potholes,No,17.4,Manipal Hospital
ACC00469,2025-02-12,04:20:26,Ahmedabad,Gujarat,India,Two-Wheeler,Over Speeding,Moderate,2,0,5,Foggy,Dry,No,24.9,Manipal Hospital
ACC00470,2025-01-17,23:33:25,Jaipur,Rajasthan,India,Vehicle Collision,Human Error,Fatal,2,1,5,Stormy,Potholes,No,22.7,Max Healthcare
ACC00471,2025-04-05,20:31:23,Lucknow,Uttar Pradesh,India,Vehicle Collision,Drunk Driving,Severe,5,1,1,Rainy,Wet,Yes,31.1,Apollo Hospitals
ACC00472,2025-02-20,11:20:45,Bengaluru,Karnataka,India,Vehicle Collision,Poor Lighting,Severe,3,0,1,Clear,Potholes,Yes,11.5,AIIMS
ACC00473,2025-02-09,03:41:06,Lucknow,Uttar Pradesh,India,Two-Wheeler,Brake Failure,Severe,1,0,3,Foggy,Gravel,No,37.8,Manipal Hospital
ACC00474,2025-04-04,08:34:13,Jaipur,Rajasthan,India,Pedestrian Involved,Weather Conditions,Fatal,2,0,6,Foggy,Gravel,No,26.0,Fortis Healthcare
ACC00475,2025-02-19,19:30:12,Lucknow,Uttar Pradesh,India,Vehicle Collision,Over Speeding,Minor,4,2,4,Foggy,Gravel,No,42.1,Max Healthcare
ACC00476,2025-02-27,23:57:09,Lucknow,Uttar Pradesh,India,Slip & Fall,Human Error,Fatal,4,1,5,Rainy,Gravel,Yes,5.1,Apollo Hospitals
ACC00477,2025-02-18,03:54:27,Pune,Maharashtra,India,Pedestrian Involved,Poor Lighting,Moderate,5,3,4,Clear,Gravel,No,27.4,Fortis Healthcare
ACC00478,2025-03-25,20:25:54,Mumbai,Maharashtra,India,Truck,Poor Lighting,Severe,3,0,3,Foggy,Under Construction,No,35.7,Apollo Hospitals
ACC00479,2025-03-06,00:29:47,Chennai,Tamil Nadu,India,Train,Brake Failure,Minor,2,1,3,Foggy,Potholes,No,36.9,Fortis Healthcare
ACC00480,2025-04-13,01:10:06,Pune,Maharashtra,India,Two-Wheeler,Poor Lighting,Fatal,5,2,4,Stormy,Dry,No,27.6,AIIMS
ACC00481,2025-04-03,20:49:24,Jaipur,Rajasthan,India,Vehicle Collision,Drunk Driving,Severe,3,0,2,Foggy,Dry,No,44.3,Max Healthcare
ACC00482,2025-02-28,13:48:34,Bengaluru,Karnataka,India,Fire Accident,Drunk Driving,Minor,3,2,6,Clear,Gravel,No,8.5,Fortis Healthcare
ACC00483,2025-03-30,10:44:02,Chennai,Tamil Nadu,India,Slip & Fall,Road Conditions,Severe,2,2,2,Clear,Gravel,Yes,36.1,Apollo Hospitals
ACC00484,2025-03-23,12:41:04,Pune,Maharashtra,India,Vehicle Collision,Road Conditions,Fatal,5,1,2,Foggy,Potholes,No,36.0,Fortis Healthcare
ACC00485,2025-04-13,13:57:50,Delhi,Delhi,India,Two-Wheeler,Drunk Driving,Minor,4,3,6,Clear,Dry,No,42.3,Max Healthcare
ACC00486,2025-02-23,23:03:50,Delhi,Delhi,India,Train,Brake Failure,Minor,1,2,1,Foggy,Wet,No,13.0,AIIMS
ACC00487,2025-02-08,04:45:31,Ahmedabad,Gujarat,India,Train,Road Conditions,Fatal,1,2,2,Rainy,Gravel,Yes,5.6,Max Healthcare
ACC00488,2025-01-14,14:33:53,Jaipur,Rajasthan,India,Pedestrian Involved,Drunk Driving,Severe,5,2,3,Rainy,Gravel,Yes,11.9,AIIMS
ACC00489,2025-04-27,09:05:40,Lucknow,Uttar Pradesh,India,Train,Human Error,Fatal,1,1,1,Stormy,Dry,Yes,20.3,Apollo Hospitals
ACC00490,2025-01-11,23:17:23,Kolkata,West Bengal,India,Fire Accident,Drunk Driving,Fatal,5,2,3,Foggy,Wet,Yes,43.9,Manipal Hospital
ACC00491,2025-04-20,16:15:23,Lucknow,Uttar Pradesh,India,Two-Wheeler,Over Speeding,Fatal,1,3,3,Stormy,Potholes,Yes,42.9,Fortis Healthcare
ACC00492,2025-02-11,19:53:44,Lucknow,Uttar Pradesh,India,Bus,Weather Conditions,Fatal,2,2,3,Stormy,Potholes,Yes,7.6,Apollo Hospitals
ACC00493,2025-04-19,15:19:07,Chennai,Tamil Nadu,India,Slip & Fall,Brake Failure,Moderate,3,2,5,Rainy,Under Construction,Yes,21.2,Apollo Hospitals
